#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	sip
#open	2025-03-08-02-16-02
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	uri	date	request_from	request_to	response_from	response_to	reply_to	call_id	seq	subject	request_path	response_path	user_agent	status_code	status_msg	warning	request_body_len	response_body_len	content_type
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	string	string	string	string	string	string	vector[string]	vector[string]	string	count	string	string	count	count	string
1424252112.036892	CZpyB03lTSDWkwyKl4	175.45.176.1	64485	149.171.126.10	5060	0	CANCEL	sip:PZ5QLjgxCeVwZVOHRB@149.171.126.10	-	"3RhF9rKT" <sip:WQhxzEKpeVRYvH4uuME7AcqlH@175.45.176.1>	"0AHPO3M0qy" <sip:PZ5QLjgxCeVwZVOHRB@149.171.126.10>	-	-	-	38474@175.45.176.1	14121 CANCEL	cAhu XdNTBrz54K	SIP/2.0/UDP 175.45.176.1;rport=64485,SIP/2.0/UDP 175.45.176.1;rport=64485	(empty)	-	-	-	-	219	-	-
1424252370.302705	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252370.422583	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	NaWC6GFGrjYFdQ7avoVIQit15WbjLpli	3021444230 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252370.485101	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252370.570125	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	KhEMChk9q5YZQmB6VLKInLNd3QqmWzE7	609187006 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252370.707437	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252370.849423	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	x9js7yysWjsaKfsJfo0h7jWmitDdzZ1D	2198376106 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252370.971996	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252371.055094	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	DmUh0yaR0W4eoce1QUPkxwXi0oBy8cjb	725620109 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252371.143244	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252371.234266	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	S9PFdB5lqzVazGnkRI1QgqpvXlUXXJCB	696488546 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252371.369337	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252371.634147	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	Ss9ZgooRYQJkslGZ4OV4jnU30DViShqm	1790031416 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252371.918550	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252371.998633	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	JqH9a1i3NDVm0pdTGNXC2ZZT2OVTD4Al	3818012139 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252372.104232	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252372.250066	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	qtyUhCHLem7oaDkQHwzlOJw4mFoD2SFA	1817681813 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252372.330932	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252372.431970	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	BgO0D6Bgpa92gPs1FG7yiYM8KSSvOw9p	3614087498 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252372.512551	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252372.600134	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	zUebxc5X4SaMIPwhLlV3p5PeGUnnYt19	2133653264 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252372.839034	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252372.941702	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	M9ZVXWGk8Vi26eTP7qu12gJP9EdBDcPZ	2505518011 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252373.071494	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252373.188209	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	sdLIP8AxJhv3Y1KGVuUpIasde8QXF0L8	1496700359 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252373.294628	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252373.392857	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	Yhp7AtpoyVd0WgR4LlBQko8WLU9UVbmb	817720350 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252373.524239	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252373.846361	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	rhqEs2cuCYwkfhp88KOZeReZkp6drcsF	783808869 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252374.031665	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252374.845474	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	PTDbCeEdif63OgFXL9S5J1AG45kPpsz3	1482283853 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252375.123852	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252375.290656	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	zlvM96lBL5zUcJSx0A0T023fW4usmXFf	919078844 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252375.469886	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252375.573138	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	tvGOxGSNxsT7guUkuIMD0LC6sTf6UmDg	2951332907 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252376.126993	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;rport=62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252376.241731	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	UBc0qbUtJ9SL2znFtmzItOcgZWlwjlZO	427919118 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252376.379459	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252376.718549	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	fV9d040mkafweIude2OjIYjFaMpwCk9n	466657366 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3;rport=62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252376.898407	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3;rport=62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252377.201702	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	aaS7WXYylntVeSuycfteMn6NmDwQ88wV	774938616 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252377.336292	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472;received=175.45.176.3	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252377.450367	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	Ve5TozrTupi5FAqrikoMyJKxcSmpsfnA	147461608 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252377.879128	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252378.142768	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	DWjdsoNlQy0GPjB4dgr2ZfDTHdCETM58	785052199 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252378.299163	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252378.710779	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	XaflB3jQlLJ3cuxDEMWvxXt5WXuXuwfl	259342221 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252378.997509	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
1424252379.377125	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	INVITE	GLPXPUS@149.171.126.16	-	"MnPwyRIhZ" <MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <GLPXPUS@149.171.126.16>	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	fZaoQPXruqXDk67f45Bph40GhKUIvmrP	1774380910 INVITE	-	SIP/2.0/UDP 175.45.176.3:62472,SIP/2.0/UDP 175.45.176.3:62472	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	109	203	application/sdp
1424252379.737039	CiuiOj1ZhDRy2gWfel	175.45.176.3	62472	149.171.126.16	5060	0	-	-	-	-	-	"MnPwyRIhZ" <sip:MnPwyRIhZ@175.45.176.3>	"GLPXPUS" <sip:GLPXPUS@149.171.126.16>	-	-	-	-	(empty)	SIP/2.0/UDP 175.45.176.3:62472	-	422	Session Interval Too Small	-	-	203	application/sdp
