#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	smtp
#open	2025-03-07-06-43-07
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	helo	mailfrom	rcptto	date	from	to	cc	reply_to	msg_id	in_reply_to	subject	x_originating_ip	first_received	second_received	last_reply	path	user_agent	tls	fuids
#types	time	string	addr	port	addr	port	count	string	string	set[string]	string	string	set[string]	set[string]	string	string	string	string	addr	string	string	string	vector[addr]	string	bool	vector[string]
1421927439.282477	C7tPkF2nMawWA4I6l6	175.45.176.1	24289	149.171.126.19	25	1	ALKnDdQcD	cfbKreD0EVW7@ALKnDdQcD.com	UTOAk130wFN8uY4TW@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH.com	Wed, 21 Jan 2015 09:54:13 +1100	O0m@ALKnDdQcD.com	ndsTTwiyu5lauqfMHR@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH.edu	-	-	<RXJOhJWrPjiR4jkZiv0az>	-	2aOcWL0o9	-	-	-	250 2.6.0 <MAILJTdc23NhPZsvWnJqq5KNhHeV@QXgArdcXcXhFywWMEHbTJkCDHwcHaTHH> Queued mail for delivery	149.171.126.19,175.45.176.1	-	F	FHNpY31vYB0m0hzBx2,FhlZqu3YmBwoSzzqci
1421927810.129800	CuqrAlfb5PcUat0x8	59.166.0.3	37326	149.171.126.2	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FZLDI3WwxgSo4OO7b,FVhZfg4PI1ncPR4DMk
1421927811.933330	CjHEUN2K1njVQOn7T6	59.166.0.3	15899	149.171.126.2	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	F5luAi1cCWZrb30u49,F3aj9b2m3TnlDUprGh
1421927812.131256	CuT3qS1hZqwYhAqCl5	59.166.0.9	62511	149.171.126.6	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FEkzVS2yNMr0u7CuHe,F1t0O03B69qsHf9e5c
1421927813.229879	CBK5kC1Yt5C65MFX8	59.166.0.0	42895	149.171.126.6	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	Fj5o681Y4m1s6L1rB4,FI2G2T3NrP47ZhsxU2
1421927813.829774	CR8clf1ICg3qu6Tcsa	59.166.0.1	63982	149.171.126.1	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.1,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FuPIML3cUjkq1ITyH2,FaA4WB2iHTYNPMShBe
1421927814.829959	Cj58fE3BKxzlhgTre5	59.166.0.8	46158	149.171.126.7	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FSnqgFBUlZl7mKmMl,FW8EyT2ZYFoupDrDX5
1421927815.630014	CI0zar2QRQe9Vhus6b	59.166.0.0	36539	149.171.126.1	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.1,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	FwdRNV1TsUSQtu9LF6,Fpk4vI3vTlmALOcT58
1421927816.050607	CbfICZRXfvkFmpbYg	59.166.0.1	22764	149.171.126.0	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FUg9yL20ttd6DacZo,FcRxSB4ML8B5vFcofi
1421927817.930124	Cnc6GNIGuz274HOo6	59.166.0.5	61188	149.171.126.9	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	FRpuT63ZbMB17ymMQh,Fd0tic3wLsS665J5kc
1421927818.229986	CutJWy3GS9fqbB5Frg	59.166.0.9	31198	149.171.126.6	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FnHfSc3kG3ZdAoMny3,F7M0go4OOWdDRclQO1
1421927820.729950	ChIMVN3OBwOgvDRC06	59.166.0.1	9963	149.171.126.0	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FaUJsi4hFFVXAJRHNg,FMFt1q4VQaZIu2jzC8
1421927823.930046	Cp4YmwpO4gHZsIY3l	59.166.0.8	47505	149.171.126.4	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	Fsb3oj3pjvTWyplka,FCOH9W1De1q7b7EbVf
1421927825.729823	C5fHwk3afgdBResXkg	59.166.0.6	46767	149.171.126.3	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	FWvBLb2DOEe4zY9nF4,FPFBwZ2BgsW7z71zU3
1421927826.218822	CSt7302kyzRZ8yVicg	59.166.0.2	46289	149.171.126.7	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	F3CsRa67OyMz21dD7,FpSEig426gDqsgyi79
1421927828.530092	CHpRQo3TIleH80ewa2	59.166.0.3	18631	149.171.126.3	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FiUOWrg5yNbyaDA2f,FypUUQ30ubriPovol5
1421927830.430243	Cwoxtc1BV6wKkf1Yld	59.166.0.3	62732	149.171.126.4	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FPvtMV2zczOawKOp22,FPFsaq29YeP0rpHVT7
1421927831.832171	Chel9h4qVXriVMilq6	175.45.176.1	46310	149.171.126.11	25	1	RhhnTPTddPWwp	lTWWD4txVLj2r2Ov6QGbxBO@RhhnTPTddPWwp.com	n4GJELFf3wAmzdyZe3STWisiO5avBuR4@RXKEMlwlVJlJPYonCQoZPx.net	Wed, 21 Jan 2015 10:00:46 +1100	nNSuWxe@RhhnTPTddPWwp.us	GZJDdSSO3aQdCIHK@RXKEMlwlVJlJPYonCQoZPx.us	-	-	<AusuAaqCvIWh4Iu2lHfvUfBEjhvTrdZOfTFRw0>	-	O2iejyU	-	-	-	250 2.6.0 <MAILar4urs15fdxUrGi9wDHt7SUR@RXKEMlwlVJlJPYonCQoZPx> Queued mail for delivery	149.171.126.11,175.45.176.1	-	F	FOkIxh3IFvx5kS2rBd,F6k8co27K7jrJ5x8a3
1421927834.430263	CaSwmSo9JEGW6x1Hk	59.166.0.1	25385	149.171.126.3	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	Fou18K2HsXnUUxx9J8,Fkeb7J1DLzco928Bla
1421927835.730278	CNFtNJ311kK4Pcqujl	59.166.0.9	34752	149.171.126.8	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FRCn53CEnCmjE7CYh,FITFod1uCpz7MVK8Qb
1421927833.996684	CcPIJ11i7IfMTbTM1a	175.45.176.2	31642	149.171.126.18	25	1	bBjH	DcLpgrqrEV@bBjH.net	dbZZWPHmi4s@jyUqfJUzAQgbzQJfGUlX.gov	Wed, 21 Jan 2015 10:00:48 +1100	XzQ1d2nbo13LNhZQ60@bBjH.com	iMhCw@jyUqfJUzAQgbzQJfGUlX.edu	-	-	<uFEvlRRyjXMn7EMXEPqGIRdPy7HuqVeEiKumnL>	-	f2V4SQyW	-	-	-	250 2.6.0 <MAILg1eH4oX5mxgLhHMFFPwTqjUE@jyUqfJUzAQgbzQJfGUlX> Queued mail for delivery	149.171.126.18,175.45.176.2	-	F	F6uniY2UpXaI7VtLA3,FuClE31oZlBXAPfBq2
1421927832.826982	CL5Ar71cgd4GLVkKXk	175.45.176.0	59855	149.171.126.10	25	1	pHHv	MT2gQ@pHHv.org	IOeA0x8TNIA5NIfGjc1ZIPVEs9r@hfkE.us	Wed, 21 Jan 2015 10:00:47 +1100	PDchKh2sarnTBanBLoYWXFK@pHHv.us	SjuHBv@hfkE.us	-	-	<yQOc9PXdmWvpQvlzir1d6hlB0GYFmb2yM>	-	GVqetCJuAD4eKCTMHfRXOwyzQP73OAMLE6Y9X6M50SIU8xO	-	-	-	250 2.6.0 <MAILBaEwKM6WHsohTMyoqFOxh5NL@hfkE> Queued mail for delivery	149.171.126.10,175.45.176.0	-	F	FH6Zj74mN8YhZaBS92,Fp2Lbn0xpVpdC0jOa
1421927837.430153	CK6hg8mmgff0pc17j	59.166.0.7	14230	149.171.126.7	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FcM158z2eIowdxGJh,F7fSfq4TkkvL2onFsl
1421927837.930293	C78uwm45V7Degv1tcg	59.166.0.9	23097	149.171.126.1	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.1,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FocR1l2edIokIDqLY4,F73Ejl2uzUBrXhADRc
1421927844.030302	CsrzHoojJ5k4mYSz6	59.166.0.8	53144	149.171.126.5	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FmOTjX3YPHkFPqCYTk,F00nyg3vVgoQwntlm9
1421927844.130382	CnOxVz2YyzPLU7oXOg	59.166.0.2	44883	149.171.126.4	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FsYPYcWaKcvMMxWaa,FuMNwA2P5v74yN9YAj
1421927845.130278	Ckfpyj1Ntutz97dYf5	59.166.0.1	27867	149.171.126.9	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FlSuhg4S5GadpJfUm1,FtFRtyTTtZVH5QQn4
1421927845.730268	CkLJ654mbyKXsUMll	59.166.0.7	31689	149.171.126.7	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FR7mIP3vigbrSQ6pml,F9BbZw3KiCMPReskA1
1421927846.330338	C3HOyU92D24zEAAtk	59.166.0.7	45055	149.171.126.7	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FNA5dI2X9z9eLznUE8,FVEcam2L6g0g3Qmrck
1421927846.116841	CZ6vxf1EAsl5778s0d	175.45.176.0	6994	149.171.126.10	25	1	bLFJtZlOpwplaMTFZIREucAcii	OUJ8jMK0eaV47bKw0K@bLFJtZlOpwplaMTFZIREucAcii.net	DSx3gzIuc7rKVJ6UlKckv@NhzmRlBTbBdMlASulISjRZb.gov	Wed, 21 Jan 2015 10:01:00 +1100	vtfBtNZnbPUajH4Szf4Htx0VBG8@bLFJtZlOpwplaMTFZIREucAcii.edu	VfcX6TNReACXERtLpV3g6ACAgBvm39h@NhzmRlBTbBdMlASulISjRZb.edu	-	-	<viofn6Bdmk1rdQsLDPu9bK24XeuSSUlHd2quVCyyXIMxzbUKZvp>	-	ks0YEsU	-	-	-	250 2.6.0 <MAILiExregMAhKYEwDdK2flvlzd6@NhzmRlBTbBdMlASulISjRZb> Queued mail for delivery	149.171.126.10,175.45.176.0	-	F	FlSlwl2dnnvnFWE2Ol
1421927848.330350	CMpIGr2C3DIHyuK7Pf	59.166.0.8	13499	149.171.126.4	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FdLwIr4LFJFaAg9YBg,FMy30KO7HyyJbk5k
1421927848.530278	C38aE01VpCdYlVKqxf	59.166.0.0	15106	149.171.126.1	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.1,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	FdcIl8QdVeLSVZRi,FkTnzh1Sm48Aiqetwe
1421927848.930360	CdYJNT1pjQdMIPAyG4	59.166.0.1	62043	149.171.126.7	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FR4oRj2eQFrdI7rWWb,FPn5IA3uZgAnsr0uI3
1421927849.430383	C5NMDp4bKvkWmQzB7i	59.166.0.3	50747	149.171.126.2	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	F6FBdlBbZ10v9jgZj,FhTSJS18uKSVtzaRh
1421927850.334283	CjDU7e3XaDorHnOrT9	59.166.0.1	16313	149.171.126.3	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	F8TqBu4DrRwIX9uvo1,F8cGsu3y9r2Re5KjDh
1421927850.431085	CVqhnf4L9F8vvuY0Vf	59.166.0.5	36523	149.171.126.8	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	FEFMFf3t9StvL0MY1a,Fj9fIHOA0fJymWEz8
1421927851.130324	CgAnaa3YHX4g9xjmqa	59.166.0.3	49547	149.171.126.8	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FnmEt210XzHpvFI9f4,Fe1qrQ2yGXF70Co0Fk
1421927852.330511	CSqZFn4vvWfMEBvVn2	59.166.0.3	1380	149.171.126.7	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FtMhVd43fFK9TuFbKa,Fu0MG91njB7V5jXzAb
1421927855.033348	CYYNiz1Hc9UDcAQ2S1	59.166.0.6	1100	149.171.126.5	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	FpiP3Nvne5LrGINyh,FjucjlwKFmNnZ5Ii1
1421927855.730416	CL0YkB3xXWSJsY3DEl	59.166.0.0	34728	149.171.126.3	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	Fg9AoK39uGgoFmYHY6,FJh5RJHZ5zacojJQb
1421927856.530519	C7ckyX3z0hy8Iw11he	59.166.0.5	58359	149.171.126.3	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.5	Microsoft Outlook Express 6.00.2800.1158	F	FUgLfE4xEaQfVG2Fu3,Fipo5k4nssRVTilhZ9
1421927859.430579	CaBGbe2ka38wUCoLU	59.166.0.0	34998	149.171.126.5	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	FdGjuIhb48iMhgn77,F1ALZD2OERouvXPlVb
1421927861.230662	C2qRMC4bQEsCZPDiU8	59.166.0.6	36549	149.171.126.9	25	1	client-3ba60009.example.int	sender@example.com	recipient@example.com	Tue Jan 20 21:37:58 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<1KNCU0gCK07c8NoG@example.com>	-	Corky managed to get him in hand at	-	qmail 1253 by uid 1226; Mon May 19 11:31:00 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	FZ2Iy11BrMQewI2eQi,FjLQmeB1iCo0uyss3
1421927861.330675	ClaPVz4Mk3obxfreje	59.166.0.0	35979	149.171.126.1	25	1	client-3ba60007.example.int	sender@example.com	recipient@example.com	Wed Jan 21 03:03:01 +1100 2015	<sender@example.com>	<recipient@example.com>	-	-	<fEtxFl2a4low7NTs@example.com>	-	Very good, sir. I boiled down Corky's painful	-	qmail 1748 by uid 2352; Fri May 23 01:25:11 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.1,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	FRzR3Mqro1ESAQnYf,F495KFCsHFobFGCI8
