#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	analyzer
#open	2025-03-08-02-06-27
#fields	ts	cause	analyzer_kind	analyzer_name	uid	fuid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	failure_reason	failure_data
#types	time	string	string	string	string	string	addr	port	addr	port	string	string
1424244396.672634	violation	packet	GTPV1	Cua0YwNrJiTleU9ai	-	59.166.0.4	9377	149.171.126.2	2123	Binpac exception: binpac exception: out_of_bound: GTPv1_Ext_Header:contents: -1 > 76	-
1424244897.128336	violation	protocol	IMAP	CI0tK91Gffdkc3UTSj	-	175.45.176.2	34506	149.171.126.14	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aF04JB4y9XCzQLT10Sjiwu9pRZoxvgKwvMqZ17tLni2xRpJaU7bHm2EgzvfrtUCEajnLZOccRjxoXrU4Er6mdam2MNEcPt6whiknA\x0d\x0a--_354273860232983014678292\x0d\x0aContent-Type: application/vnd.ms-excel; name=fhRChNNa5dU.xlS\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="fhRChNNa5dU.xlS"\x0d\x0a\x0d\x0a0M8R4KGxGuEAAAAAAAAAAAAAAAAAAAAAPgADAP7/CQAGAAAAAAAAAAAAAAAB\x0aAAAAAQAAAAAAAAAAEAAAAwAAAAEAAAD+////AAAAAAAAAAD/////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a///////////////////////////////////////////////////////	-
1424244918.947489	violation	protocol	IMAP	CRgr7s3qGPAF9tMWMg	-	175.45.176.0	31703	149.171.126.14	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0axoCnVkg4D93Aj9nBfRxjIsQXF22KrXp3Mpmzw1S\x0d\x0a--_350640515469985520226587\x0d\x0aContent-Type: text/plain; name=ywPw.mswMM\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="ywPw.mswMM"\x0d\x0a\x0d\x0a=D0=CF=11=E0=A1=B1=1A=E1=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00>=\x0a=00=03=00=FE=FF\x09=00=06=00=00=00=00=00=00=00=00=00=00=00=01=00=00=00=01=00=\x0a=00=00=00=00=00=00=00=10=00=00=02=00=00=00=01=00=00=00=FE=FF=FF=FF=00=00=00=\x0a=00=00=00=00=00=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF	-
1424244928.865812	violation	protocol	IMAP	CjMIbX2MrZOZswwJfa	-	175.45.176.1	1529	149.171.126.13	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0ax6E3y0vqCDCUpXW7H4FBct2IHjNDTEa9CrR2xiWqMN0HXN7wNRMIV4pcPH3zHJwXmQC9qHv8CaW6aUW\x0d\x0a--_416677154344246205049392\x0d\x0aContent-Type: application/vnd.ms-powerpoint; name=o1Yql3kDDbv3p5e.ppT\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="o1Yql3kDDbv3p5e.ppT"\x0d\x0a\x0d\x0a0M8R4KGxGuEAAAAAAAAAAAAAAAAAAAAAPgADAP7/CQAGAAAAAAAAAAAAAAAB\x0aAAAAAQAAAAAAAAAAEAAAAgAAAAEAAAD+////AAAAAAAAAAD/////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a//	-
1424244936.481513	violation	protocol	SSH	Cla7k42lKgX8zGy2A3	-	59.166.0.4	35610	149.171.126.0	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424244954.384779	violation	protocol	SSH	CsOSaD356swpc4eTK3	-	59.166.0.0	6565	149.171.126.2	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424244966.040431	violation	protocol	HTTP	CjOE3Hgk2tgSEGLNh	-	175.45.176.3	60855	149.171.126.16	80	not a http request line	-
1424244976.183047	violation	protocol	SSH	Cz7Pgk3xkDqwQqQwZ9	-	59.166.0.3	48597	149.171.126.7	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424244980.915420	violation	protocol	LDAP_TCP	CzzKnu1Xjr3SfRCBFa	-	175.45.176.1	26811	149.171.126.18	389	expected 4294967295 bytes (96 available) (/usr/src/packages/BUILD/src/analyzer/protocol/ldap/asn1.spicy:115:3-115:27)	0r\x02\x01\x01`i\x02\x01\x03\x04\x84\xff\xff\xff\xfftV\xf3\x98\xb3\xa9\\[>\x90\xea\xf1\xe3<\xf7\x9d\x1b\xe8\xcfb?(\x9a\x13
1424244998.582364	violation	protocol	SSH	Cu5jMd2EFUYadcSNL3	-	59.166.0.8	40489	149.171.126.6	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245001.059835	violation	protocol	SIP	CSpY94Ol2EfLsqfaj	-	175.45.176.0	48434	149.171.126.16	5060	Binpac exception: binpac exception: out_of_bound: SIP_Header:anonymous_field_014: 20 > 19	-
1424245001.059856	violation	protocol	SIP	CSpY94Ol2EfLsqfaj	-	175.45.176.0	48434	149.171.126.16	5060	Binpac exception: binpac exception: out_of_bound: SIP_Header:anonymous_field_014: 20 > 19	-
1424245013.980456	violation	protocol	IMAP	CG7sbM2Ed3rBTAArjc	-	175.45.176.1	14921	149.171.126.10	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aa1SoZGzOVeZstgu7K0K9OjEmvOtTX1mkMqfhMrcBS2eGzbtxEhlrMlwvlzsJyXaSrfqIcXR3BuvMZhCOETP\x0d\x0a--_735116154839382813367031\x0d\x0aContent-Type: application/octet-stream; name=mTOE7sHICL.AsX\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="mTOE7sHICL.AsX"\x0d\x0a\x0d\x0a<asx><entry><ref href=3D"%74:/yMxhFlHvrwXxEdRjiBiub-uIrMAayTRGvPyGYyCSMvN=\x0aD-wmyPdwgbjdmhTIIRZXcCJjKjxmLP-YSlTnWKWxZwsdHa-lpfqMrFjkIQlZavemrw_ohOnpU=\x0axVVaCSePOKSVTxTaoZuRuryfQHTYlYCmXLgDkczsfnyMIULWhnokmFNc-DUWSIcypoGDNljga=\x0aPFlDxswCzjLTD_BLKAMKIMAridC_tAvr_soXYeqKPFUtYhMDqeyVnCZhzdlpKSWYs-qgwupsb=\x0acwnVtNNRqvZSoWnukKTZvXfgLpKfTw-ZdsdtuIahtrf_OYdMIbhpmblH-DsLnYrUJkKLvuKHX=\x0atBJHLtZb_Hit-lM-IgtRgc-FRUBXJrNQYiPfOVNMYHwqjebdFUoyQJJSylrgPNNGWfzXVaaHk=\x0aCCobNXvPMHkQyF-prX-Ms_JeIseYQZuIKKqZjyjDNkNiWBbSwdzhPKUVKdfmJcrPxnCb-Meww=\x0aCwIMRSbvETZjaAULn.mp3"/></e	-
1424245031.181955	violation	protocol	SSH	CcNVse28TrG0rnpWR1	-	59.166.0.5	45293	149.171.126.0	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245041.145619	violation	protocol	IMAP	C8o4Cc2gcBNk4Mh8qk	-	175.45.176.2	63733	149.171.126.18	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aDOMgaVe6YobmJd1wzp1wzHQfPffaVT7y5B37ssKdMWkYjhXZftybu4UevolU6Bv889N9US3A5i3Z5xrRebinLTRLcmS1d\x0d\x0a--_268547905919942184783073\x0d\x0aContent-Type: application/vnd.ms-excel; name=VehKtsIXFFq63Q5.xls\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="VehKtsIXFFq63Q5.xls"\x0d\x0a\x0d\x0a=D0=CF=11=E0=A1=B1=1A=E1=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00>=\x0a=00=03=00=FE=FF\x09=00=06=00=00=00=00=00=00=00=00=00=00=00=03=00=00=00=01=00=\x0a=00=00=00=00=00=00=00=10=00=00=02=00=00=00=01=00=00=00=FE=FF=FF=FF=00=00=00=\x0a=00=00=00=00=00=05=00=00=00=06=00=00=00=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=F	-
1424245050.215442	violation	protocol	HTTP	CGUAml10WLbzBSBMKb	-	175.45.176.0	65049	149.171.126.16	80	not a http request line	-
1424245056.147437	violation	protocol	IMAP	CilyYz4ReOo3c88UG9	-	175.45.176.0	46784	149.171.126.17	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aiIpIk0EHW1Kga1R4DYHziv\x0d\x0a--_930723568270370937896795\x0d\x0aContent-Type: application/vnd.ms-powerpoint; name=gUzJk9c8hO.PPt\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="gUzJk9c8hO.PPt"\x0d\x0a\x0d\x0a=D0=CF=11=E0=A1=B1=1A=E1=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00=00>=\x0a=00=03=00=FE=FF\x09=00=06=00=00=00=00=00=00=00=00=00=00=00=01=00=00=00=01=00=\x0a=00=00=00=00=00=00=00=10=00=00=0B=00=00=00=01=00=00=00=FE=FF=FF=FF=00=00=00=\x0a=00=00=00=00=00=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=\x0a=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=FF=	-
1424245063.127545	violation	protocol	IMAP	CCHa1V1Qx8kYgAkYj8	-	175.45.176.1	37126	149.171.126.17	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aytgvD7NRxRztoCjMx3Ef6GhXaKfiOISzuccTFW9CnTztXGPnLYzSJSvsKFoZQfToNo97Nda0sE2hjCwCJuLlpxiuxs8jdbk25Azf\x0d\x0a--_602571065649721184081775\x0d\x0aContent-Type: application/octet-stream; name=uWlxP8HpYSyy.XlS\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="uWlxP8HpYSyy.XlS"\x0d\x0a\x0d\x0a0M8R4KGxGuEAAAAAAAAAAAAAAAAAAAAAPgADAP7/CQAGAAAAAAAAAAAAAAAB\x0aAAAAAQAAAAAAAAAAEAAAIwAAAAEAAAD+////AAAAAAAAAAD/////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a/////////////////////////////////////////////////////	-
1424245065.383269	violation	protocol	SSH	Cr8Yje4IR6Kodld4Wg	-	59.166.0.4	51563	149.171.126.0	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245066.605553	violation	protocol	IMAP	CmsgDZ1cMkLXsHqgc	-	175.45.176.0	51911	149.171.126.17	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aS0gqnF7BTqEGtGGKE6l3chVPC7besqHq52mEqZ0tHlz0Ba6JWofvQ0tw\x0d\x0a--_102742235290329180316682\x0d\x0aContent-Type: application/octet-stream; name=Tn8O.PdF\x0d\x0aContent-Transfer-Encoding: quoted-printable\x0d\x0aContent-Disposition: attachment; filename="Tn8O.PdF"\x0d\x0a\x0d\x0a%PDF-1.6\x0a%=E2=E3=CF=D3\x0a1 0 obj =\x0a\x0a<<\x0a/Subtype /XML\x0a/Length 3498\x0a/Type /Metadata\x0a>>\x0astream\x0a<?xpacket begin=3D"=EF=BB=BF" id=3D"W5M0MpCehiHzreSzNTczkc9d"?>\x0a<x:xmpmeta xmlns:x=3D"adobe:ns:meta/" x:xmptk=3D"Adobe XMP Core 4.2.1-c04=\x0a1 52.342996, 2008/05/07-20:48:00        ">\x0a   <rdf:RDF xmlns:rdf=3D"http://www.w3.org/1999/02/22-rdf-syntax-ns#">\x0a      <rdf:Description rdf:about=3D""\x0a            xmlns:xmp=3D"http://ns.adobe.com/xap/1.0/">\x0a         <xmp:ModifyDate>2010-08-06T19:40:18+04:30</xmp:ModifyDate>\x0a         <xmp:CreateDate>2010-08-06T19:39:32+04:30</xmp:CreateDate>\x0a         <xmp:Meta	-
1424245067.402500	violation	protocol	DCE_RPC	Cqe19q3OEHNCzxWqCk	-	175.45.176.1	35617	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 255 > 44	-
1424245069.487142	violation	protocol	DCE_RPC	CpRu631f9ys0i6eT	-	175.45.176.1	7270	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 254 > 44	-
1424245070.221696	violation	protocol	HTTP	CVRhVR2qdHdWtJH09h	-	175.45.176.2	7611	149.171.126.16	80	not a http request line	-
1424245072.132260	violation	protocol	DCE_RPC	CRwYqM35liH1cgGmO6	-	175.45.176.1	56573	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextRequest:reserved: 4 > 0	-
1424245073.034051	violation	protocol	DCE_RPC	CPWu8O32qrrCjNefWj	-	175.45.176.1	2862	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 255 > 44	-
1424245073.486517	violation	protocol	DCE_RPC	Cu5LP94I2I2NYmcEhg	-	175.45.176.1	1376	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 254 > 44	-
1424245076.903695	violation	protocol	DCE_RPC	CfRqQQe1cVGPP25H6	-	175.45.176.1	2558	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextRequest:reserved: 4 > 0	-
1424245077.436081	violation	protocol	IMAP	Cv4UTS3Km6VwAfjrN4	-	175.45.176.3	53599	149.171.126.17	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aFZQyNRnYkSxfUoztmnKyqqp0NgL5htWnlZeLGOR20UCKJNISxOznkWxMlxgAMveillBpraWx4O0vmOuJ7lFRCVrgbZdOufe261o7rHVdZ5N87tpGTB\x0d\x0a--_110123986530531543486147\x0d\x0aContent-Type: application/octet-stream; name=JLxncAK5.pPt\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="JLxncAK5.pPt"\x0d\x0a\x0d\x0a0M8R4KGxGuEAAAAAAAAAAAAAAAAAAAAAPgADAP7/CQAGAAAAAAAAAAAAAAAD\x0aAAAAAwAAAAAAAAAAEAAABQAAAAEAAAD+////AAAAAAAAAAABAAAAAgAAAP//\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a///////////////////////////////////////////////	-
1424245077.571372	violation	protocol	DCE_RPC	CxDUPh10jdtmm7b1Df	-	175.45.176.1	1373	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 255 > 44	-
1424245078.659427	violation	protocol	DCE_RPC	CiFfQ14iCt77NYS2Xk	-	175.45.176.1	57121	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 254 > 44	-
1424245083.833856	violation	protocol	DCE_RPC	CtGSF02zVPW5rP4zm4	-	175.45.176.1	32011	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextRequest:reserved: 4 > 0	-
1424245085.231006	violation	protocol	DCE_RPC	CYMwAa4jqqT5WjaQyc	-	175.45.176.1	1182	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 255 > 44	-
1424245085.904008	violation	protocol	DCE_RPC	CaH0p71ymHGLUrCP82	-	175.45.176.1	2746	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 254 > 44	-
1424245085.906740	violation	protocol	IMAP	CzD3464lrRbf2fa3ga	-	175.45.176.3	2365	149.171.126.14	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aDgRevo7asf9trNJIpYuc9VeEmmbnd0q\x0d\x0a--_342822342536233761416857\x0d\x0aContent-Type: application/octet-stream; name=FPEZDGKdwpEmML.doC\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="FPEZDGKdwpEmML.doC"\x0d\x0a\x0d\x0a0M8R4KGxGuEAAAAAAAAAAAAAAAAAAAAAPgADAP7/CQAGAAAAAAAAAAAAAAAB\x0aAAAAKgAAAAAAAAAAEAAALAAAAAEAAAD+////AAAAACkAAAD/////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a/////////////////////////////////////////////////////////	-
1424245090.985927	violation	protocol	DCE_RPC	CoACcm4xGARzQzxKe1	-	175.45.176.1	6848	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextRequest:reserved: 4 > 0	-
1424245091.663606	violation	protocol	DCE_RPC	CinJIY2h7KWyOhHhGd	-	175.45.176.1	4878	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 255 > 44	-
1424245092.550847	violation	protocol	DCE_RPC	CjtFAp4eWSLOgqwRkg	-	175.45.176.1	61348	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 254 > 44	-
1424245098.118324	violation	protocol	DCE_RPC	CFWV7440ofk0m6aY94	-	175.45.176.1	2939	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextRequest:reserved: 4 > 0	-
1424245099.292783	violation	protocol	DCE_RPC	Cs3VLQ2KKKS5Vf0X1f	-	175.45.176.1	42948	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 255 > 44	-
1424245100.947444	violation	protocol	DCE_RPC	C6T6g72R3EyyNtiKD7	-	175.45.176.1	2764	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 254 > 44	-
1424245107.185885	violation	protocol	SSH	CI77pq3k0E2KHUVgfk	-	59.166.0.7	62420	149.171.126.5	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245109.584908	violation	protocol	SSH	CznEjwj2u2WEF2h8j	-	59.166.0.4	4143	149.171.126.9	22	Binpac exception: binpac exception: out_of_bound: SSH2_KEXINIT:cookie: 16 > 4	-
1424245110.385255	violation	protocol	DCE_RPC	CTtMz81WRcjcnGyFha	-	175.45.176.1	2385	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextRequest:reserved: 4 > 0	-
1424245111.635577	violation	protocol	DCE_RPC	CqcHwL12KsFILzcrIg	-	175.45.176.1	1375	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 255 > 44	-
1424245112.790242	violation	protocol	DCE_RPC	CM7FKR1ENkGzeQybC8	-	175.45.176.1	1377	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 254 > 44	-
1424245120.527797	violation	protocol	DCE_RPC	CGp9L54OBegnd8IMI8	-	175.45.176.1	31923	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextRequest:reserved: 4 > 0	-
1424245121.941195	violation	protocol	DCE_RPC	Ck8ch4zNUXekJ5iAl	-	175.45.176.1	7163	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 255 > 44	-
1424245123.159198	violation	protocol	DCE_RPC	C5aWtQSqiQUBQUKn1	-	175.45.176.1	61991	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 254 > 44	-
1424245124.217285	violation	protocol	IMAP	CLU7vN3tlxKkOLIWOk	-	175.45.176.2	62741	149.171.126.19	143	Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/imap/imap-protocol.pac:19: \x0aexpected pattern: "[ ]+"\x0aactual data: "\x0d\x0aContent-Type: text/plain\x0d\x0aContent-Disposition: 7bit\x0d\x0a\x0d\x0aXXipp39DNO4sM6L5QEaqBxi6bAaESoBsIantbCneu44okVgKesgkJLzm0hlVnEbYeD1HgzV6PPNoN8QlJriPTC5F9HXubvLjSyUGV\x0d\x0a--_120314185142660144599961\x0d\x0aContent-Type: application/octet-stream; name=esDecDt4THkSCr.xLS\x0d\x0aContent-Transfer-Encoding: base64\x0d\x0aContent-Disposition: attachment; filename="esDecDt4THkSCr.xLS"\x0d\x0a\x0d\x0a0M8R4KGxGuEAAAAAAAAAAAAAAAAAAAAAPgADAP7/CQAGAAAAAAAAAAAAAAAB\x0aAAAAJQAAAAAAAAAAEAAA/v///wAAAAD+////AAAAACQAAAD/////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////////////////\x0a////////////////////////////////////////////////	-
1424245125.825903	violation	protocol	DCE_RPC	C6gXMl21eFuRsqBkQk	-	175.45.176.1	30583	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextRequest:reserved: 4 > 0	-
1424245126.475199	violation	protocol	DCE_RPC	CUlrg330fsfeQs7U4e	-	175.45.176.1	34756	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextRequest:reserved: 4 > 0	-
1424245127.453934	violation	protocol	DCE_RPC	C4y4GQfxi3cnQFmg1	-	175.45.176.1	56872	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextRequest:reserved: 4 > 0	-
1424245128.320120	violation	protocol	DCE_RPC	CrMxoi3lVqoZw2g5D8	-	175.45.176.1	2166	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextRequest:reserved: 4 > 0	-
1424245129.017119	violation	protocol	DCE_RPC	CJDE4Z1DlBtwmg8kvc	-	175.45.176.1	1551	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextRequest:reserved: 4 > 0	-
1424245129.813894	violation	protocol	DCE_RPC	Cqc5Qv15FW39V4WZnk	-	175.45.176.1	4220	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 240 > 44	-
1424245130.334104	violation	protocol	DCE_RPC	CTpdQe4uNYzRxQplnd	-	175.45.176.1	3458	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextList:request_contexts: 224 > 44	-
1424245132.020422	violation	protocol	DCE_RPC	CZT0lT3sX2cMoqRHSd	-	175.45.176.1	62121	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextRequest:reserved: 4 > 0	-
1424245132.770251	violation	protocol	DCE_RPC	CVCYz72Mucagkunihk	-	175.45.176.1	46414	149.171.126.18	135	Binpac exception: binpac exception: out_of_bound: ContextRequest:reserved: 4 > 0	-
1424245133.682292	violation	protocol	LDAP_TCP	CJYKKnoRXTr1DgBe9	-	59.166.0.3	8629	149.171.126.4	3268	&requires failed: ($$.tag.class == ASN1::ASN1Class::Universal &* $$.tag.type_ == ASN1::ASN1Type::Sequence) (/usr/src/packages/BUILD/src/analyzer/protocol/ldap/ldap.spicy:306:31-306:128)	\xe3=\x00\x00\x00\x01\x10\xe4\xda\xf1.\x1a\x0ei\x8aW\x1a\xadFVUo\x08\x87\xf3\x98\x1e\x00\x00\x02\x00\x00\x00\x02\x01\x00\x01\x0c\x00K
